train/verb-accuracy,train/noun-accuracy,val/verb-accuracy,val/noun-accuracy,test/verb-accuracy,test/noun-accuracy
0.2,0.0,,,,
0.4,0.1,,,,
0.3,0.0,,,,
0.1,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.2,0.1,,,,
0.1,0.1,,,,
0.1,0.0,,,,
0.1,0.2,,,,
0.0,0.0,,,,
0.1,0.1,,,,
0.3,0.0,,,,
0.1,0.1,,,,
0.3,0.0,,,,
0.1,0.0,,,,
0.0,0.1,,,,
0.3,0.1,,,,
0.1,0.1,,,,
0.2,0.0,,,,
0.3,0.1,,,,
0.1,0.0,,,,
0.0,0.0,,,,
0.1,0.0,,,,
0.7,0.2,,,,
0.4,0.1,,,,
0.1,0.2,,,,
0.4,0.0,,,,
0.3,0.1,,,,
0.0,0.0,,,,
0.2,0.1,,,,
0.0,0.0,,,,
0.2,0.0,,,,
0.1,0.2,,,,
0.0,0.0,,,,
0.4,0.0,,,,
0.2,0.1,,,,
0.4,0.1,,,,
0.2,0.0,,,,
0.4,0.2,,,,
0.0,0.0,,,,
0.3,0.2,,,,
0.3,0.0,,,,
0.3,0.1,,,,
0.3,0.2,,,,
0.2,0.1,,,,
0.2,0.2,,,,
0.1,0.0,,,,
0.1,0.0,,,,
,,0.2318840579710145,0.04508856682769726,,
,,,,0.22508038585209003,0.05305466237942122
0.3,0.1,,,,
0.4,0.1,,,,
0.3,0.2,,,,
0.3,0.1,,,,
0.3,0.0,,,,
0.2,0.0,,,,
0.2,0.1,,,,
0.4,0.1,,,,
0.2,0.1,,,,
0.3,0.1,,,,
0.3,0.1,,,,
0.1,0.1,,,,
0.3,0.2,,,,
0.4,0.1,,,,
0.2,0.1,,,,
0.2,0.0,,,,
0.1,0.2,,,,
0.3,0.1,,,,
0.2,0.0,,,,
0.4,0.1,,,,
0.3,0.0,,,,
0.3,0.2,,,,
0.3,0.3,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.1,0.2,,,,
0.1,0.2,,,,
0.0,0.1,,,,
0.4,0.1,,,,
0.4,0.1,,,,
0.1,0.0,,,,
0.1,0.1,,,,
0.3,0.3,,,,
0.2,0.1,,,,
0.3,0.0,,,,
0.1,0.0,,,,
0.1,0.0,,,,
0.5,0.2,,,,
0.2,0.1,,,,
0.3,0.3,,,,
0.0,0.0,,,,
0.3,0.1,,,,
0.2,0.3,,,,
0.4,0.1,,,,
0.3,0.1,,,,
0.1,0.2,,,,
0.3,0.2,,,,
0.4,0.0,,,,
0.0,0.1,,,,
,,0.2222222222222222,0.06280193236714976,,
,,,,0.2057877813504823,0.0819935691318328
0.1,0.2,,,,
0.3,0.1,,,,
0.0,0.1,,,,
0.4,0.2,,,,
0.1,0.2,,,,
0.1,0.2,,,,
0.1,0.0,,,,
0.1,0.0,,,,
0.3,0.1,,,,
0.2,0.2,,,,
0.1,0.2,,,,
0.2,0.1,,,,
0.3,0.1,,,,
0.4,0.1,,,,
0.4,0.0,,,,
0.0,0.1,,,,
0.2,0.0,,,,
0.4,0.2,,,,
0.2,0.2,,,,
0.1,0.1,,,,
0.3,0.3,,,,
0.3,0.0,,,,
0.2,0.1,,,,
0.2,0.1,,,,
0.1,0.1,,,,
0.5,0.0,,,,
0.2,0.4,,,,
0.3,0.0,,,,
0.1,0.1,,,,
0.6,0.1,,,,
0.6,0.1,,,,
0.3,0.0,,,,
0.1,0.3,,,,
0.3,0.0,,,,
0.5,0.2,,,,
0.5,0.2,,,,
0.3,0.0,,,,
0.1,0.1,,,,
0.3,0.0,,,,
0.2,0.0,,,,
0.3,0.0,,,,
0.2,0.0,,,,
0.3,0.1,,,,
0.2,0.2,,,,
0.2,0.1,,,,
0.1,0.0,,,,
0.3,0.0,,,,
0.3,0.3,,,,
0.3,0.1,,,,
,,0.24154589371980675,0.12560386473429952,,
,,,,0.2347266881028939,0.1414790996784566
0.3,0.1,,,,
0.5,0.2,,,,
0.1,0.2,,,,
0.0,0.0,,,,
0.2,0.1,,,,
0.4,0.0,,,,
0.1,0.2,,,,
0.5,0.3,,,,
0.5,0.4,,,,
0.3,0.1,,,,
0.3,0.2,,,,
0.5,0.3,,,,
0.1,0.4,,,,
0.3,0.0,,,,
0.2,0.1,,,,
0.6,0.2,,,,
0.4,0.2,,,,
0.1,0.3,,,,
0.2,0.3,,,,
0.1,0.3,,,,
0.2,0.2,,,,
0.3,0.2,,,,
0.2,0.1,,,,
0.1,0.2,,,,
0.2,0.3,,,,
0.2,0.1,,,,
0.3,0.4,,,,
0.4,0.1,,,,
0.3,0.1,,,,
0.3,0.1,,,,
0.4,0.5,,,,
0.3,0.0,,,,
0.1,0.2,,,,
0.1,0.3,,,,
0.2,0.1,,,,
0.2,0.2,,,,
0.3,0.3,,,,
0.2,0.3,,,,
0.1,0.2,,,,
0.2,0.4,,,,
0.1,0.1,,,,
0.0,0.0,,,,
0.3,0.1,,,,
0.3,0.2,,,,
0.1,0.3,,,,
0.2,0.2,,,,
0.1,0.1,,,,
0.0,0.2,,,,
0.2,0.1,,,,
,,0.23993558776167473,0.15942028985507245,,
,,,,0.22990353697749197,0.17684887459807075
0.0,0.1,,,,
0.6,0.0,,,,
0.2,0.1,,,,
0.4,0.2,,,,
0.4,0.1,,,,
0.0,0.0,,,,
0.5,0.2,,,,
0.2,0.2,,,,
0.4,0.3,,,,
0.5,0.2,,,,
0.2,0.2,,,,
0.3,0.1,,,,
0.1,0.1,,,,
0.2,0.3,,,,
0.4,0.2,,,,
0.3,0.0,,,,
0.4,0.1,,,,
0.6,0.0,,,,
0.5,0.4,,,,
0.4,0.3,,,,
0.3,0.1,,,,
0.5,0.1,,,,
0.3,0.1,,,,
0.2,0.2,,,,
0.2,0.3,,,,
0.4,0.1,,,,
0.0,0.2,,,,
0.2,0.3,,,,
0.2,0.3,,,,
0.2,0.2,,,,
0.2,0.2,,,,
0.2,0.2,,,,
0.4,0.1,,,,
0.0,0.1,,,,
0.2,0.1,,,,
0.4,0.1,,,,
0.1,0.3,,,,
0.4,0.1,,,,
0.3,0.1,,,,
0.0,0.2,,,,
0.2,0.3,,,,
0.1,0.2,,,,
0.5,0.3,,,,
0.5,0.2,,,,
0.1,0.1,,,,
0.4,0.1,,,,
0.4,0.1,,,,
0.4,0.2,,,,
0.3,0.1,,,,
,,0.07729468599033816,0.06924315619967794,,
,,,,0.10610932475884244,0.07234726688102894
0.3,0.1,,,,
0.2,0.2,,,,
0.3,0.2,,,,
0.3,0.2,,,,
0.4,0.2,,,,
0.4,0.3,,,,
0.2,0.1,,,,
0.4,0.3,,,,
0.3,0.3,,,,
0.2,0.0,,,,
0.5,0.4,,,,
0.3,0.2,,,,
0.3,0.2,,,,
0.2,0.3,,,,
0.2,0.1,,,,
0.4,0.4,,,,
0.5,0.2,,,,
0.6,0.3,,,,
0.2,0.1,,,,
0.1,0.4,,,,
0.2,0.0,,,,
0.3,0.0,,,,
0.2,0.3,,,,
