train/verb-accuracy,train/noun-accuracy,val/verb-accuracy,val/noun-accuracy,test/verb-accuracy,test/noun-accuracy
0.3,0.0,,,,
0.5,0.0,,,,
0.2,0.0,,,,
0.4,0.0,,,,
0.3,0.0,,,,
0.1,0.0,,,,
0.4,0.0,,,,
0.1,0.1,,,,
0.1,0.1,,,,
0.2,0.0,,,,
0.2,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.1,0.0,,,,
0.4,0.0,,,,
0.0,0.1,,,,
0.1,0.0,,,,
0.1,0.1,,,,
0.2,0.0,,,,
0.2,0.1,,,,
0.2,0.0,,,,
0.0,0.1,,,,
0.3,0.0,,,,
0.0,0.0,,,,
0.2,0.0,,,,
0.2,0.0,,,,
0.1,0.1,,,,
0.2,0.0,,,,
0.1,0.1,,,,
0.0,0.0,,,,
0.3,0.0,,,,
0.3,0.0,,,,
0.4,0.1,,,,
0.4,0.0,,,,
0.0,0.0,,,,
0.3,0.0,,,,
0.1,0.0,,,,
0.2,0.2,,,,
0.1,0.1,,,,
0.1,0.0,,,,
0.0,0.0,,,,
0.1,0.1,,,,
0.1,0.0,,,,
0.2,0.1,,,,
0.4,0.1,,,,
0.2,0.0,,,,
0.2,0.0,,,,
0.2,0.0,,,,
0.3,0.0,,,,
,,0.17713365539452497,0.01288244766505636,,
,,,,0.14630225080385853,0.02572347266881029
0.1,0.1,,,,
0.3,0.1,,,,
0.4,0.1,,,,
0.3,0.2,,,,
0.1,0.0,,,,
0.2,0.0,,,,
0.1,0.1,,,,
0.3,0.1,,,,
0.1,0.1,,,,
0.1,0.0,,,,
0.3,0.0,,,,
0.2,0.2,,,,
0.2,0.1,,,,
0.1,0.2,,,,
0.2,0.1,,,,
0.4,0.0,,,,
0.2,0.0,,,,
0.3,0.2,,,,
0.2,0.1,,,,
0.3,0.1,,,,
0.2,0.1,,,,
0.1,0.0,,,,
0.3,0.2,,,,
0.0,0.2,,,,
0.3,0.0,,,,
0.3,0.1,,,,
0.2,0.0,,,,
0.2,0.0,,,,
0.4,0.1,,,,
0.1,0.1,,,,
0.1,0.2,,,,
0.0,0.1,,,,
0.5,0.0,,,,
0.2,0.1,,,,
0.1,0.1,,,,
0.1,0.0,,,,
0.4,0.2,,,,
0.2,0.0,,,,
0.2,0.2,,,,
0.4,0.0,,,,
0.2,0.0,,,,
0.2,0.0,,,,
0.3,0.0,,,,
0.3,0.2,,,,
0.3,0.1,,,,
0.3,0.2,,,,
0.1,0.2,,,,
0.2,0.1,,,,
0.3,0.0,,,,
,,0.23510466988727857,0.08695652173913043,,
,,,,0.2347266881028939,0.10610932475884244
0.2,0.2,,,,
0.1,0.1,,,,
0.2,0.1,,,,
0.3,0.0,,,,
0.1,0.2,,,,
0.2,0.0,,,,
0.5,0.1,,,,
0.5,0.0,,,,
0.2,0.0,,,,
0.2,0.0,,,,
0.2,0.2,,,,
0.2,0.1,,,,
0.3,0.1,,,,
0.3,0.1,,,,
0.2,0.1,,,,
0.1,0.2,,,,
0.3,0.0,,,,
0.1,0.2,,,,
0.1,0.1,,,,
0.2,0.1,,,,
0.3,0.3,,,,
0.2,0.0,,,,
0.2,0.1,,,,
0.1,0.1,,,,
0.2,0.2,,,,
0.2,0.3,,,,
0.3,0.2,,,,
0.2,0.1,,,,
0.2,0.0,,,,
0.3,0.1,,,,
0.3,0.1,,,,
0.4,0.1,,,,
0.3,0.1,,,,
0.4,0.0,,,,
0.1,0.1,,,,
0.2,0.1,,,,
0.2,0.0,,,,
0.3,0.1,,,,
0.2,0.3,,,,
0.5,0.1,,,,
0.1,0.2,,,,
0.2,0.0,,,,
0.2,0.0,,,,
0.2,0.1,,,,
0.2,0.1,,,,
0.1,0.2,,,,
0.2,0.2,,,,
0.2,0.1,,,,
0.4,0.1,,,,
,,0.22705314009661837,0.061191626409017714,,
,,,,0.2395498392282958,0.08038585209003216
0.3,0.2,,,,
0.2,0.4,,,,
0.4,0.1,,,,
0.4,0.4,,,,
0.1,0.2,,,,
0.1,0.1,,,,
0.2,0.3,,,,
0.4,0.2,,,,
0.2,0.1,,,,
0.4,0.4,,,,
0.1,0.0,,,,
0.0,0.2,,,,
0.3,0.2,,,,
0.3,0.1,,,,
0.3,0.0,,,,
0.3,0.3,,,,
0.2,0.2,,,,
0.2,0.0,,,,
0.2,0.0,,,,
0.3,0.2,,,,
0.3,0.0,,,,
0.3,0.0,,,,
0.2,0.2,,,,
0.4,0.2,,,,
0.5,0.1,,,,
0.2,0.1,,,,
0.1,0.1,,,,
0.3,0.1,,,,
0.3,0.0,,,,
0.3,0.3,,,,
0.3,0.1,,,,
0.6,0.2,,,,
0.2,0.1,,,,
0.0,0.4,,,,
0.3,0.1,,,,
0.1,0.0,,,,
0.5,0.0,,,,
0.6,0.1,,,,
0.6,0.1,,,,
0.1,0.1,,,,
0.4,0.1,,,,
0.2,0.2,,,,
0.4,0.1,,,,
0.2,0.1,,,,
0.4,0.3,,,,
0.2,0.3,,,,
0.2,0.4,,,,
0.1,0.1,,,,
0.2,0.1,,,,
,,0.23027375201288244,0.1706924315619968,,
,,,,0.2379421221864952,0.14308681672025725
0.4,0.1,,,,
0.3,0.3,,,,
0.3,0.2,,,,
0.5,0.1,,,,
0.1,0.1,,,,
0.1,0.4,,,,
0.1,0.3,,,,
0.3,0.2,,,,
0.2,0.1,,,,
0.4,0.2,,,,
0.1,0.2,,,,
0.3,0.2,,,,
0.4,0.1,,,,
0.5,0.3,,,,
0.3,0.2,,,,
0.2,0.2,,,,
0.3,0.1,,,,
0.4,0.1,,,,
0.2,0.1,,,,
0.1,0.2,,,,
0.4,0.0,,,,
0.3,0.2,,,,
0.5,0.1,,,,
0.1,0.6,,,,
0.1,0.3,,,,
0.4,0.1,,,,
0.4,0.4,,,,
0.4,0.3,,,,
0.4,0.1,,,,
0.6,0.1,,,,
0.2,0.2,,,,
0.2,0.0,,,,
0.3,0.1,,,,
0.4,0.4,,,,
0.1,0.1,,,,
0.3,0.1,,,,
0.2,0.3,,,,
0.2,0.0,,,,
0.2,0.4,,,,
0.4,0.1,,,,
0.1,0.0,,,,
0.2,0.5,,,,
0.3,0.1,,,,
0.3,0.1,,,,
0.1,0.0,,,,
0.3,0.1,,,,
0.3,0.2,,,,
0.5,0.2,,,,
0.1,0.0,,,,
,,0.25925925925925924,0.15458937198067632,,
,,,,0.28135048231511256,0.13504823151125403
0.3,0.2,,,,
0.2,0.1,,,,
0.3,0.4,,,,
0.2,0.1,,,,
0.3,0.2,,,,
0.3,0.2,,,,
0.3,0.0,,,,
0.5,0.1,,,,
0.1,0.0,,,,
0.2,0.1,,,,
0.5,0.2,,,,
0.3,0.1,,,,
0.4,0.2,,,,
0.4,0.2,,,,
0.3,0.3,,,,
0.3,0.2,,,,
0.2,0.2,,,,
0.6,0.1,,,,
0.4,0.3,,,,
0.3,0.1,,,,
0.2,0.2,,,,
0.2,0.3,,,,
0.2,0.3,,,,
0.2,0.2,,,,
0.2,0.1,,,,
0.3,0.0,,,,
0.3,0.1,,,,
0.2,0.2,,,,
0.4,0.5,,,,
0.4,0.5,,,,
0.1,0.3,,,,
0.1,0.3,,,,
0.4,0.1,,,,
0.3,0.3,,,,
0.4,0.2,,,,
0.2,0.1,,,,
0.2,0.3,,,,
0.3,0.1,,,,
0.3,0.3,,,,
0.1,0.2,,,,
0.4,0.1,,,,
0.2,0.3,,,,
0.2,0.1,,,,
0.2,0.1,,,,
0.5,0.2,,,,
0.5,0.3,,,,
0.2,0.1,,,,
0.2,0.1,,,,
0.2,0.1,,,,
,,0.22705314009661837,0.178743961352657,,
,,,,0.23633440514469453,0.1752411575562701
0.4,0.0,,,,
0.2,0.1,,,,
0.5,0.2,,,,
0.3,0.1,,,,
0.3,0.0,,,,
0.3,0.3,,,,
0.3,0.0,,,,
0.1,0.1,,,,
0.4,0.3,,,,
0.1,0.2,,,,
0.3,0.4,,,,
0.2,0.3,,,,
0.4,0.1,,,,
0.5,0.3,,,,
0.2,0.3,,,,
0.5,0.2,,,,
0.3,0.2,,,,
0.3,0.1,,,,
0.3,0.3,,,,
0.6,0.2,,,,
0.3,0.3,,,,
0.3,0.2,,,,
0.3,0.1,,,,
0.3,0.2,,,,
0.2,0.2,,,,
0.2,0.3,,,,
0.3,0.2,,,,
0.4,0.1,,,,
0.4,0.2,,,,
0.5,0.2,,,,
0.5,0.3,,,,
0.4,0.3,,,,
0.2,0.2,,,,
0.0,0.1,,,,
0.1,0.3,,,,
0.3,0.5,,,,
0.4,0.2,,,,
0.2,0.3,,,,
0.4,0.3,,,,
0.3,0.4,,,,
0.4,0.1,,,,
0.0,0.2,,,,
0.2,0.2,,,,
0.7,0.3,,,,
0.4,0.4,,,,
0.4,0.4,,,,
