train/verb-accuracy,train/noun-accuracy,val/verb-accuracy,val/noun-accuracy,test/verb-accuracy,test/noun-accuracy
0.2,0.1,,,,
0.1,0.1,,,,
0.3,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.1,0.3,,,,
0.2,0.0,,,,
0.3,0.2,,,,
0.3,0.1,,,,
0.1,0.0,,,,
0.4,0.0,,,,
0.2,0.1,,,,
0.4,0.0,,,,
0.1,0.2,,,,
0.2,0.0,,,,
0.2,0.1,,,,
0.4,0.1,,,,
0.1,0.2,,,,
0.3,0.2,,,,
0.4,0.0,,,,
0.4,0.1,,,,
0.4,0.2,,,,
0.0,0.1,,,,
0.2,0.0,,,,
0.1,0.0,,,,
0.4,0.2,,,,
0.5,0.2,,,,
0.1,0.0,,,,
0.2,0.0,,,,
0.1,0.1,,,,
0.2,0.0,,,,
0.4,0.2,,,,
0.3,0.0,,,,
0.2,0.1,,,,
0.2,0.0,,,,
0.3,0.1,,,,
0.1,0.0,,,,
0.3,0.1,,,,
0.0,0.0,,,,
0.1,0.3,,,,
0.3,0.1,,,,
0.6,0.1,,,,
0.1,0.0,,,,
0.2,0.1,,,,
0.4,0.0,,,,
0.1,0.1,,,,
0.2,0.0,,,,
0.5,0.1,,,,
0.5,0.3,,,,
,,0.20450885668276972,0.0499194847020934,,
,,,,0.22347266881028938,0.06270096463022508
0.3,0.0,,,,
0.3,0.3,,,,
0.3,0.0,,,,
0.1,0.1,,,,
0.2,0.1,,,,
0.1,0.0,,,,
0.2,0.1,,,,
0.3,0.0,,,,
0.1,0.1,,,,
0.3,0.2,,,,
0.3,0.3,,,,
0.2,0.2,,,,
0.2,0.3,,,,
0.3,0.2,,,,
0.1,0.2,,,,
0.1,0.1,,,,
0.0,0.1,,,,
0.2,0.3,,,,
0.3,0.7,,,,
0.2,0.2,,,,
0.3,0.1,,,,
0.3,0.1,,,,
0.6,0.3,,,,
0.4,0.2,,,,
0.2,0.2,,,,
0.4,0.1,,,,
0.2,0.5,,,,
0.3,0.3,,,,
0.4,0.2,,,,
0.0,0.2,,,,
0.3,0.3,,,,
0.3,0.1,,,,
0.1,0.1,,,,
0.4,0.1,,,,
0.5,0.4,,,,
0.6,0.2,,,,
0.4,0.0,,,,
0.1,0.5,,,,
0.4,0.3,,,,
0.2,0.1,,,,
0.5,0.5,,,,
0.4,0.2,,,,
0.1,0.1,,,,
0.2,0.2,,,,
0.6,0.1,,,,
0.1,0.1,,,,
0.2,0.2,,,,
0.4,0.2,,,,
0.2,0.3,,,,
,,0.23993558776167473,0.15458937198067632,,
,,,,0.2347266881028939,0.18810289389067525
0.4,0.2,,,,
0.2,0.3,,,,
0.3,0.3,,,,
0.3,0.1,,,,
0.1,0.5,,,,
0.5,0.3,,,,
0.5,0.3,,,,
0.4,0.3,,,,
0.3,0.3,,,,
0.3,0.3,,,,
0.1,0.1,,,,
0.2,0.4,,,,
0.7,0.4,,,,
0.3,0.2,,,,
0.3,0.3,,,,
0.1,0.4,,,,
0.3,0.3,,,,
0.4,0.3,,,,
0.2,0.1,,,,
0.3,0.2,,,,
0.4,0.5,,,,
0.1,0.2,,,,
0.5,0.5,,,,
0.1,0.1,,,,
0.4,0.0,,,,
0.4,0.3,,,,
0.4,0.2,,,,
0.1,0.2,,,,
0.1,0.3,,,,
0.4,0.4,,,,
0.6,0.5,,,,
0.3,0.2,,,,
0.1,0.2,,,,
0.3,0.4,,,,
0.5,0.4,,,,
0.4,0.2,,,,
0.2,0.2,,,,
0.6,0.4,,,,
0.2,0.4,,,,
0.4,0.6,,,,
0.5,0.5,,,,
0.3,0.2,,,,
0.2,0.2,,,,
0.4,0.0,,,,
0.4,0.2,,,,
0.1,0.4,,,,
0.4,0.4,,,,
0.2,0.4,,,,
0.4,0.1,,,,
,,0.2222222222222222,0.214170692431562,,
,,,,0.2604501607717042,0.18488745980707397
0.6,0.2,,,,
0.3,0.3,,,,
0.2,0.2,,,,
0.4,0.6,,,,
0.6,0.4,,,,
0.5,0.4,,,,
0.6,0.4,,,,
0.3,0.2,,,,
0.2,0.4,,,,
0.1,0.3,,,,
0.6,0.4,,,,
0.5,0.5,,,,
0.6,0.5,,,,
0.4,0.0,,,,
0.5,0.5,,,,
0.6,0.3,,,,
0.4,0.2,,,,
0.5,0.4,,,,
0.3,0.6,,,,
0.3,0.5,,,,
0.4,0.3,,,,
0.2,0.2,,,,
0.3,0.4,,,,
0.4,0.4,,,,
0.6,0.4,,,,
0.2,0.3,,,,
0.4,0.1,,,,
0.4,0.3,,,,
0.4,0.4,,,,
0.6,0.6,,,,
0.5,0.5,,,,
0.7,0.4,,,,
0.5,0.4,,,,
0.4,0.6,,,,
0.3,0.1,,,,
0.2,0.4,,,,
0.4,0.4,,,,
0.2,0.4,,,,
0.3,0.2,,,,
0.6,0.5,,,,
0.4,0.2,,,,
0.4,0.6,,,,
0.3,0.3,,,,
0.5,0.6,,,,
0.3,0.3,,,,
0.5,0.2,,,,
0.4,0.3,,,,
0.7,0.4,,,,
0.5,0.4,,,,
,,0.2785829307568438,0.22705314009661837,,
,,,,0.24437299035369775,0.2379421221864952
0.5,0.4,,,,
0.1,0.4,,,,
0.4,0.5,,,,
0.4,0.5,,,,
0.2,0.7,,,,
0.5,0.4,,,,
0.3,0.5,,,,
0.3,0.6,,,,
0.5,0.2,,,,
0.5,0.3,,,,
0.3,0.6,,,,
0.4,0.7,,,,
0.7,0.5,,,,
0.4,0.6,,,,
0.6,0.1,,,,
0.7,0.5,,,,
0.1,0.4,,,,
0.4,0.3,,,,
0.5,0.3,,,,
0.8,0.4,,,,
0.3,0.4,,,,
0.7,0.1,,,,
0.5,0.4,,,,
0.1,0.2,,,,
0.5,0.3,,,,
0.0,0.2,,,,
0.6,0.6,,,,
0.0,0.1,,,,
0.5,0.4,,,,
0.4,0.4,,,,
0.5,0.5,,,,
0.3,0.3,,,,
0.5,0.7,,,,
0.6,0.5,,,,
0.6,0.5,,,,
0.4,0.6,,,,
0.3,0.2,,,,
