train/verb-accuracy,train/noun-accuracy,val/verb-accuracy,val/noun-accuracy,test/verb-accuracy,test/noun-accuracy
0.2,0.0,,,,
0.1,0.2,,,,
0.0,0.0,,,,
0.3,0.0,,,,
0.3,0.1,,,,
0.1,0.0,,,,
0.1,0.1,,,,
0.3,0.0,,,,
0.4,0.0,,,,
0.3,0.0,,,,
0.3,0.0,,,,
0.2,0.1,,,,
0.1,0.1,,,,
0.4,0.1,,,,
0.2,0.0,,,,
0.3,0.0,,,,
0.1,0.1,,,,
0.2,0.1,,,,
0.4,0.1,,,,
0.4,0.1,,,,
0.2,0.0,,,,
0.2,0.0,,,,
0.2,0.2,,,,
0.2,0.1,,,,
0.2,0.1,,,,
0.0,0.0,,,,
0.1,0.2,,,,
0.3,0.1,,,,
0.3,0.0,,,,
0.5,0.1,,,,
0.3,0.1,,,,
0.1,0.1,,,,
0.5,0.1,,,,
0.1,0.2,,,,
0.2,0.2,,,,
0.0,0.0,,,,
0.3,0.0,,,,
0.4,0.2,,,,
0.2,0.0,,,,
0.2,0.3,,,,
0.4,0.2,,,,
0.3,0.1,,,,
0.0,0.3,,,,
0.1,0.0,,,,
0.4,0.0,,,,
0.3,0.0,,,,
0.3,0.0,,,,
0.2,0.2,,,,
0.2,0.4,,,,
,,0.21256038647342995,0.06924315619967794,,
,,,,0.19614147909967847,0.05787781350482315
0.3,0.0,,,,
0.3,0.3,,,,
0.2,0.1,,,,
0.2,0.1,,,,
0.1,0.2,,,,
0.2,0.0,,,,
0.0,0.0,,,,
0.3,0.5,,,,
0.1,0.0,,,,
0.2,0.2,,,,
0.4,0.1,,,,
0.2,0.0,,,,
0.3,0.2,,,,
0.1,0.1,,,,
0.2,0.3,,,,
0.2,0.0,,,,
0.3,0.0,,,,
0.2,0.1,,,,
0.2,0.1,,,,
0.3,0.1,,,,
0.2,0.1,,,,
0.2,0.1,,,,
0.2,0.2,,,,
0.4,0.0,,,,
0.3,0.5,,,,
0.3,0.3,,,,
0.3,0.1,,,,
0.0,0.1,,,,
0.2,0.3,,,,
0.3,0.2,,,,
0.3,0.1,,,,
0.2,0.3,,,,
0.2,0.5,,,,
0.2,0.0,,,,
0.5,0.2,,,,
0.4,0.2,,,,
0.2,0.1,,,,
0.3,0.5,,,,
0.3,0.2,,,,
0.2,0.1,,,,
0.4,0.3,,,,
0.5,0.5,,,,
0.0,0.1,,,,
0.5,0.1,,,,
0.3,0.1,,,,
0.1,0.2,,,,
0.3,0.2,,,,
0.4,0.2,,,,
0.3,0.1,,,,
,,0.24476650563607086,0.11594202898550725,,
,,,,0.2717041800643087,0.10610932475884244
0.2,0.3,,,,
0.1,0.4,,,,
0.2,0.3,,,,
0.4,0.1,,,,
0.5,0.3,,,,
0.3,0.3,,,,
0.3,0.0,,,,
0.4,0.2,,,,
0.4,0.2,,,,
0.6,0.3,,,,
0.4,0.4,,,,
0.6,0.0,,,,
0.3,0.1,,,,
0.0,0.2,,,,
0.2,0.1,,,,
0.2,0.2,,,,
0.0,0.3,,,,
0.5,0.0,,,,
0.4,0.3,,,,
0.3,0.3,,,,
0.0,0.2,,,,
0.4,0.1,,,,
0.1,0.3,,,,
0.6,0.1,,,,
0.1,0.3,,,,
0.5,0.2,,,,
0.3,0.3,,,,
0.2,0.2,,,,
0.0,0.2,,,,
0.5,0.2,,,,
0.1,0.2,,,,
0.2,0.1,,,,
0.2,0.2,,,,
0.5,0.2,,,,
0.2,0.2,,,,
0.3,0.2,,,,
0.0,0.1,,,,
0.2,0.0,,,,
0.0,0.0,,,,
0.1,0.1,,,,
0.4,0.2,,,,
0.3,0.1,,,,
0.2,0.1,,,,
0.1,0.1,,,,
0.3,0.2,,,,
0.4,0.1,,,,
0.2,0.2,,,,
0.6,0.1,,,,
0.4,0.0,,,,
,,0.24798711755233493,0.13043478260869565,,
,,,,0.2797427652733119,0.17684887459807075
0.3,0.1,,,,
0.5,0.2,,,,
0.7,0.3,,,,
0.4,0.4,,,,
0.4,0.2,,,,
0.3,0.3,,,,
0.2,0.2,,,,
0.2,0.2,,,,
0.4,0.1,,,,
0.2,0.3,,,,
0.4,0.1,,,,
0.1,0.3,,,,
0.4,0.3,,,,
0.2,0.4,,,,
0.1,0.3,,,,
0.4,0.2,,,,
0.5,0.3,,,,
0.5,0.2,,,,
0.3,0.1,,,,
0.1,0.1,,,,
0.3,0.2,,,,
0.2,0.2,,,,
0.3,0.2,,,,
0.3,0.5,,,,
0.4,0.3,,,,
0.3,0.1,,,,
0.4,0.2,,,,
0.5,0.3,,,,
0.2,0.3,,,,
0.2,0.3,,,,
0.2,0.2,,,,
0.3,0.2,,,,
0.5,0.3,,,,
